ID:690, Name:Atreyu, Major:ME, Enrollment:Yes, Year:Junior, Age:16
ID:293, Name:Gamble, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:462, Name:Fordham, Major:ABE, Enrollment:No, Year:Senior, Age:29
ID:524, Name:Faelyn, Major:ME, Enrollment:No, Year:Freshman, Age:15
ID:481, Name:Fabricio, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:150, Name:Etienne, Major:ME, Enrollment:Yes, Year:Senior, Age:22
ID:245, Name:Estephania, Major:BME, Enrollment:No, Year:Junior, Age:19
ID:352, Name:Fabiana, Major:CHE, Enrollment:No, Year:Senior, Age:21
ID:503, Name:Eyanna, Major:AA, Enrollment:Yes, Year:Senior, Age:29
ID:580, Name:Fiorela, Major:ME, Enrollment:Yes, Year:Senior, Age:17
ID:413, Name:Faithful, Major:CS, Enrollment:Yes, Year:Junior, Age:12
ID:605, Name:Friedrich, Major:CHE, Enrollment:Yes, Year:Freshman, Age:26
ID:459, Name:Gabrielle, Major:CS, Enrollment:No, Year:Freshman, Age:18
ID:606, Name:Gabrielle, Major:BME, Enrollment:Yes, Year:Freshman, Age:13
ID:121, Name:Georgio, Major:CHE, Enrollment:No, Year:Sophomore, Age:14
ID:425, Name:Garland, Major:ME, Enrollment:No, Year:Senior, Age:16
ID:227, Name:Haygen, Major:CS, Enrollment:No, Year:Senior, Age:16
ID:286, Name:Gregoria, Major:ME, Enrollment:Yes, Year:Junior, Age:11
ID:71, Name:Gracieann, Major:AA, Enrollment:Yes, Year:Senior, Age:28
ID:148, Name:Gilda, Major:IE, Enrollment:Yes, Year:Freshman, Age:10
ID:659, Name:Grady, Major:ME, Enrollment:Yes, Year:Sophomore, Age:22
ID:46, Name:Graylon, Major:CS, Enrollment:Yes, Year:Freshman, Age:26
ID:95, Name:Harlyn, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:25
ID:23, Name:Haddy, Major:AA, Enrollment:Yes, Year:Junior, Age:24
ID:102, Name:Harleyquinn, Major:AA, Enrollment:No, Year:Senior, Age:25
ID:665, Name:Hanna, Major:IE, Enrollment:No, Year:Junior, Age:15
ID:516, Name:Haile, Major:IE, Enrollment:No, Year:Junior, Age:25
ID:21, Name:Havoc, Major:ECE, Enrollment:Yes, Year:Junior, Age:24
ID:45, Name:Hildy, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:477, Name:Hendric, Major:IE, Enrollment:No, Year:Senior, Age:28
ID:476, Name:Helina, Major:AA, Enrollment:Yes, Year:Freshman, Age:16
ID:277, Name:Henri, Major:ABE, Enrollment:Yes, Year:Freshman, Age:21
ID:209, Name:Huai, Major:AA, Enrollment:No, Year:Sophomore, Age:23
ID:41, Name:Jerry, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:114, Name:Jadalee, Major:CS, Enrollment:No, Year:Junior, Age:16
ID:360, Name:Iliya, Major:CHE, Enrollment:Yes, Year:Senior, Age:26
ID:687, Name:Imaan, Major:CHE, Enrollment:Yes, Year:Senior, Age:27
ID:347, Name:Itxel, Major:CHE, Enrollment:Yes, Year:Junior, Age:23
ID:510, Name:Jaydence, Major:BME, Enrollment:No, Year:Senior, Age:29
ID:632, Name:Jalana, Major:ME, Enrollment:No, Year:Junior, Age:24
ID:302, Name:Jaevion, Major:CHE, Enrollment:Yes, Year:Freshman, Age:25
ID:16, Name:Jahkeem, Major:BME, Enrollment:No, Year:Sophomore, Age:20
ID:626, Name:Jahni, Major:ECE, Enrollment:Yes, Year:Junior, Age:11
ID:359, Name:Jas, Major:ME, Enrollment:No, Year:Junior, Age:21
ID:662, Name:Janitza, Major:CHE, Enrollment:Yes, Year:Senior, Age:20
ID:119, Name:Jamira, Major:CHE, Enrollment:No, Year:Senior, Age:18
ID:681, Name:Jalexa, Major:CS, Enrollment:No, Year:Freshman, Age:25
ID:635, Name:Jamisyn, Major:AA, Enrollment:Yes, Year:Freshman, Age:16
ID:153, Name:Janard, Major:ME, Enrollment:No, Year:Junior, Age:11
ID:445, Name:Janylah, Major:ABE, Enrollment:No, Year:Senior, Age:15
ID:34, Name:Jariel, Major:AA, Enrollment:Yes, Year:Freshman, Age:18
ID:86, Name:Jayda, Major:CHE, Enrollment:No, Year:Freshman, Age:29
ID:379, Name:Jaycion, Major:BME, Enrollment:No, Year:Junior, Age:19
ID:197, Name:Jaxxon, Major:ABE, Enrollment:No, Year:Junior, Age:27
ID:317, Name:Jasiah, Major:ECE, Enrollment:Yes, Year:Senior, Age:26
ID:161, Name:Jaylinn, Major:ME, Enrollment:Yes, Year:Sophomore, Age:23
ID:581, Name:Jaylany, Major:ABE, Enrollment:No, Year:Junior, Age:28
ID:569, Name:Jedaiah, Major:CS, Enrollment:Yes, Year:Senior, Age:23
ID:69, Name:Jeidy, Major:ECE, Enrollment:Yes, Year:Freshman, Age:17
ID:573, Name:Jezelle, Major:CS, Enrollment:No, Year:Sophomore, Age:11
ID:435, Name:Jewlz, Major:ECE, Enrollment:No, Year:Freshman, Age:15
ID:308, Name:Raekwon, Major:CHE, Enrollment:Yes, Year:Senior, Age:26
ID:85, Name:Nickson, Major:ABE, Enrollment:No, Year:Junior, Age:27
ID:472, Name:Linnaea, Major:AA, Enrollment:Yes, Year:Freshman, Age:24
ID:74, Name:Kaeli, Major:BME, Enrollment:Yes, Year:Junior, Age:29
ID:442, Name:Joud, Major:CS, Enrollment:No, Year:Junior, Age:16
ID:367, Name:Joslin, Major:CS, Enrollment:Yes, Year:Senior, Age:25
ID:680, Name:Jordan, Major:CS, Enrollment:No, Year:Freshman, Age:11
ID:514, Name:Jonahs, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:104, Name:Jocelyne, Major:CHE, Enrollment:Yes, Year:Senior, Age:28
ID:80, Name:Jontae, Major:ECE, Enrollment:No, Year:Freshman, Age:24
ID:122, Name:Josef, Major:BME, Enrollment:No, Year:Junior, Age:25
ID:270, Name:Juden, Major:BME, Enrollment:No, Year:Junior, Age:14
ID:324, Name:Kaelen, Major:ECE, Enrollment:No, Year:Sophomore, Age:10
ID:401, Name:Jun, Major:CS, Enrollment:Yes, Year:Sophomore, Age:28
ID:532, Name:Julionna, Major:CHE, Enrollment:No, Year:Freshman, Age:20
ID:77, Name:Jurnei, Major:CHE, Enrollment:No, Year:Junior, Age:11
ID:272, Name:Kadri, Major:BME, Enrollment:Yes, Year:Sophomore, Age:10
ID:560, Name:Kahleah, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:562, Name:Kaelin, Major:CHE, Enrollment:No, Year:Sophomore, Age:22
ID:224, Name:Khamani, Major:CHE, Enrollment:Yes, Year:Senior, Age:26
ID:181, Name:Kaylie, Major:CHE, Enrollment:No, Year:Sophomore, Age:15
ID:528, Name:Kahleesi, Major:AA, Enrollment:No, Year:Senior, Age:29
ID:117, Name:Katelina, Major:CS, Enrollment:No, Year:Senior, Age:21
ID:265, Name:Kasandra, Major:BME, Enrollment:No, Year:Senior, Age:17
ID:612, Name:Kariyah, Major:ECE, Enrollment:Yes, Year:Senior, Age:11
ID:38, Name:Kalin, Major:ABE, Enrollment:No, Year:Freshman, Age:13
ID:8, Name:Kalyani, Major:CS, Enrollment:No, Year:Junior, Age:21
ID:15, Name:Karenna, Major:ABE, Enrollment:Yes, Year:Freshman, Age:12
ID:610, Name:Keyler, Major:BME, Enrollment:No, Year:Junior, Age:29
ID:258, Name:Kendra, Major:ECE, Enrollment:Yes, Year:Junior, Age:27
ID:94, Name:Kelaiah, Major:IE, Enrollment:Yes, Year:Senior, Age:25
ID:579, Name:Keelyn, Major:CS, Enrollment:Yes, Year:Junior, Age:18
ID:403, Name:Keelin, Major:BME, Enrollment:No, Year:Junior, Age:24
ID:535, Name:Kenyatta, Major:ABE, Enrollment:Yes, Year:Junior, Age:20
ID:274, Name:Khyree, Major:ABE, Enrollment:Yes, Year:Senior, Age:13
ID:493, Name:Levaeh, Major:ME, Enrollment:Yes, Year:Freshman, Age:21
ID:609, Name:Kyree, Major:CS, Enrollment:Yes, Year:Senior, Age:17
ID:585, Name:Kynsley, Major:ABE, Enrollment:No, Year:Freshman, Age:17
ID:75, Name:Kloee, Major:ECE, Enrollment:Yes, Year:Freshman, Age:26
ID:457, Name:Kosisochukwu, Major:ME, Enrollment:Yes, Year:Freshman, Age:23
ID:395, Name:Krue, Major:IE, Enrollment:Yes, Year:Junior, Age:17
ID:397, Name:Kyndrick, Major:CS, Enrollment:No, Year:Junior, Age:18
ID:266, Name:Kya, Major:IE, Enrollment:No, Year:Senior, Age:14
ID:32, Name:Leniya, Major:CHE, Enrollment:No, Year:Senior, Age:27
ID:123, Name:Lamin, Major:ECE, Enrollment:Yes, Year:Freshman, Age:18
ID:160, Name:Lakeyn, Major:ME, Enrollment:No, Year:Junior, Age:28
ID:92, Name:Kyrei, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:76, Name:Leela, Major:CHE, Enrollment:No, Year:Junior, Age:11
ID:24, Name:Layna, Major:ME, Enrollment:Yes, Year:Junior, Age:14
ID:550, Name:Landen, Major:CS, Enrollment:No, Year:Freshman, Age:18
ID:255, Name:Lee, Major:BME, Enrollment:Yes, Year:Sophomore, Age:27
ID:555, Name:Laytin, Major:BME, Enrollment:Yes, Year:Senior, Age:26
ID:136, Name:Lemont, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:467, Name:Leonna, Major:BME, Enrollment:Yes, Year:Senior, Age:10
ID:345, Name:Lilyann, Major:ABE, Enrollment:Yes, Year:Freshman, Age:10
ID:547, Name:Libbie, Major:CS, Enrollment:Yes, Year:Senior, Age:13
ID:13, Name:Lilli, Major:AA, Enrollment:Yes, Year:Sophomore, Age:21
ID:303, Name:Lilliah, Major:CS, Enrollment:No, Year:Senior, Age:16
ID:147, Name:Mileya, Major:CHE, Enrollment:Yes, Year:Junior, Age:23
ID:20, Name:Lloyd, Major:CS, Enrollment:No, Year:Senior, Age:23
ID:226, Name:Lisandra, Major:AA, Enrollment:No, Year:Freshman, Age:26
ID:144, Name:Maylee, Major:BME, Enrollment:Yes, Year:Senior, Age:18
ID:336, Name:Masie, Major:BME, Enrollment:Yes, Year:Senior, Age:28
ID:290, Name:Marcello, Major:ME, Enrollment:Yes, Year:Junior, Age:14
ID:646, Name:Maela, Major:BME, Enrollment:Yes, Year:Freshman, Age:22
ID:225, Name:Lucielle, Major:ECE, Enrollment:No, Year:Senior, Age:10
ID:595, Name:Lovely, Major:ECE, Enrollment:Yes, Year:Junior, Age:10
ID:488, Name:Lojain, Major:ME, Enrollment:Yes, Year:Junior, Age:13
ID:494, Name:Logan, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:20
ID:60, Name:Maddoc, Major:ABE, Enrollment:Yes, Year:Freshman, Age:24
ID:496, Name:Lydiana, Major:ABE, Enrollment:No, Year:Senior, Age:25
ID:213, Name:Makylie, Major:IE, Enrollment:Yes, Year:Freshman, Age:10
ID:663, Name:Mahreen, Major:ME, Enrollment:Yes, Year:Sophomore, Age:11
ID:410, Name:Maitland, Major:CS, Enrollment:No, Year:Junior, Age:14
ID:4, Name:Makel, Major:CS, Enrollment:No, Year:Sophomore, Age:26
ID:465, Name:Makinna, Major:CS, Enrollment:No, Year:Sophomore, Age:18
ID:172, Name:Malo, Major:CS, Enrollment:No, Year:Freshman, Age:10
ID:673, Name:Maleeha, Major:CHE, Enrollment:No, Year:Freshman, Age:27
ID:548, Name:Mane, Major:ME, Enrollment:Yes, Year:Junior, Age:13
ID:358, Name:Marylyn, Major:ME, Enrollment:No, Year:Sophomore, Age:26
ID:504, Name:Martez, Major:AA, Enrollment:No, Year:Freshman, Age:28
ID:333, Name:Marshon, Major:ECE, Enrollment:Yes, Year:Junior, Age:22
ID:241, Name:Marvelous, Major:CHE, Enrollment:No, Year:Sophomore, Age:23
ID:478, Name:Matheus, Major:AA, Enrollment:Yes, Year:Junior, Age:15
ID:212, Name:Mavrick, Major:ABE, Enrollment:No, Year:Junior, Age:13
ID:220, Name:Maxus, Major:BME, Enrollment:Yes, Year:Senior, Age:16
ID:447, Name:Mayara, Major:CS, Enrollment:Yes, Year:Freshman, Age:15
ID:335, Name:Maylyn, Major:IE, Enrollment:Yes, Year:Senior, Age:26
ID:641, Name:Micah, Major:BME, Enrollment:Yes, Year:Sophomore, Age:28
ID:484, Name:Mckynlee, Major:ABE, Enrollment:No, Year:Sophomore, Age:22
ID:262, Name:Mayvis, Major:ME, Enrollment:Yes, Year:Junior, Age:11
ID:536, Name:Mckinlee, Major:CHE, Enrollment:Yes, Year:Senior, Age:13
ID:259, Name:Mehki, Major:IE, Enrollment:Yes, Year:Sophomore, Age:27
ID:672, Name:Nel, Major:CHE, Enrollment:Yes, Year:Freshman, Age:18
ID:185, Name:Neelia, Major:IE, Enrollment:No, Year:Junior, Age:22
ID:130, Name:Nafas, Major:CS, Enrollment:No, Year:Junior, Age:15
ID:431, Name:Mirac, Major:IE, Enrollment:Yes, Year:Sophomore, Age:18
ID:405, Name:Myanna, Major:IE, Enrollment:Yes, Year:Senior, Age:21
ID:292, Name:Mustaf, Major:IE, Enrollment:No, Year:Junior, Age:17
ID:199, Name:Miyu, Major:ABE, Enrollment:No, Year:Senior, Age:10
ID:671, Name:Mkayla, Major:ECE, Enrollment:Yes, Year:Junior, Age:16
ID:466, Name:Motunrayo, Major:ECE, Enrollment:No, Year:Freshman, Age:10
ID:289, Name:Nataleigh, Major:ABE, Enrollment:No, Year:Senior, Age:16
ID:127, Name:Nandhan, Major:AA, Enrollment:Yes, Year:Freshman, Age:28
ID:653, Name:Nezar, Major:CHE, Enrollment:No, Year:Senior, Age:29
ID:381, Name:Nesanel, Major:IE, Enrollment:Yes, Year:Junior, Age:15
ID:189, Name:Nelani, Major:ME, Enrollment:Yes, Year:Sophomore, Age:27
ID:460, Name:Piyush, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:70, Name:Oriah, Major:ME, Enrollment:Yes, Year:Junior, Age:20
ID:217, Name:Olujimi, Major:CHE, Enrollment:No, Year:Sophomore, Age:13
ID:57, Name:Ojas, Major:IE, Enrollment:No, Year:Senior, Age:19
ID:126, Name:Nouri, Major:IE, Enrollment:Yes, Year:Sophomore, Age:28
ID:396, Name:Nile, Major:ABE, Enrollment:Yes, Year:Junior, Age:17
ID:636, Name:Nisreen, Major:AA, Enrollment:Yes, Year:Junior, Age:22
ID:658, Name:Oakleigh, Major:BME, Enrollment:Yes, Year:Freshman, Age:24
ID:112, Name:Olani, Major:CHE, Enrollment:No, Year:Freshman, Age:10
ID:415, Name:Ondine, Major:CHE, Enrollment:No, Year:Junior, Age:23
ID:3, Name:Oluwajomiloju, Major:ME, Enrollment:No, Year:Freshman, Age:12
ID:89, Name:Omi, Major:BME, Enrollment:No, Year:Freshman, Age:27
ID:200, Name:Pheonix, Major:ECE, Enrollment:No, Year:Freshman, Age:29
ID:474, Name:Orvin, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:19
ID:377, Name:Paolo, Major:ABE, Enrollment:Yes, Year:Junior, Age:16
ID:99, Name:Paetyn, Major:AA, Enrollment:No, Year:Sophomore, Age:14
ID:178, Name:Page, Major:CHE, Enrollment:No, Year:Junior, Age:16
ID:269, Name:Patriot, Major:ABE, Enrollment:Yes, Year:Freshman, Age:18
ID:414, Name:Payson, Major:BME, Enrollment:No, Year:Sophomore, Age:27
ID:43, Name:Petros, Major:ECE, Enrollment:Yes, Year:Senior, Age:14
ID:441, Name:Pearce, Major:ECE, Enrollment:Yes, Year:Freshman, Age:11
ID:297, Name:Quinnlan, Major:ECE, Enrollment:No, Year:Senior, Age:12
ID:627, Name:Prestyn, Major:BME, Enrollment:Yes, Year:Sophomore, Age:21
ID:132, Name:Quinne, Major:CHE, Enrollment:No, Year:Freshman, Age:23
ID:27, Name:Renesme, Major:ABE, Enrollment:No, Year:Senior, Age:16
