ID:332, Name:Anael, Major:AA, Enrollment:No, Year:Senior, Age:10
ID:16, Name:Silverio, Major:AA, Enrollment:Yes, Year:Freshman, Age:20
ID:32, Name:Rooney, Major:BME, Enrollment:No, Year:Sophomore, Age:20
ID:356, Name:Emmary, Major:IE, Enrollment:No, Year:Senior, Age:20
ID:99, Name:Victoriano, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:20
ID:83, Name:Malekai, Major:CHE, Enrollment:No, Year:Sophomore, Age:20
ID:183, Name:Seleena, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:20
ID:198, Name:May, Major:BME, Enrollment:Yes, Year:Freshman, Age:20
ID:177, Name:Coe, Major:CHE, Enrollment:No, Year:Senior, Age:20
ID:88, Name:Reyniel, Major:BME, Enrollment:Yes, Year:Senior, Age:20
ID:293, Name:Raven, Major:CS, Enrollment:No, Year:Freshman, Age:20
ID:315, Name:Demyiah, Major:ECE, Enrollment:No, Year:Junior, Age:20
ID:203, Name:Creighton, Major:ECE, Enrollment:Yes, Year:Freshman, Age:20
ID:296, Name:Dazzlyn, Major:ECE, Enrollment:No, Year:Junior, Age:20
ID:333, Name:Victoria, Major:BME, Enrollment:Yes, Year:Sophomore, Age:20
ID:482, Name:Arvid, Major:CHE, Enrollment:Yes, Year:Senior, Age:21
ID:466, Name:Vicente, Major:CHE, Enrollment:Yes, Year:Senior, Age:21
ID:480, Name:Assia, Major:CHE, Enrollment:No, Year:Senior, Age:21
ID:461, Name:Inoke, Major:AA, Enrollment:Yes, Year:Senior, Age:21
ID:518, Name:Shomari, Major:ME, Enrollment:Yes, Year:Junior, Age:21
ID:210, Name:Loden, Major:ME, Enrollment:Yes, Year:Senior, Age:21
ID:498, Name:Emerii, Major:BME, Enrollment:No, Year:Senior, Age:21
ID:504, Name:Antione, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:111, Name:Connolly, Major:ABE, Enrollment:Yes, Year:Junior, Age:21
ID:390, Name:Meir, Major:IE, Enrollment:No, Year:Junior, Age:21
ID:391, Name:Striker, Major:ME, Enrollment:No, Year:Sophomore, Age:21
ID:632, Name:Anthoni, Major:IE, Enrollment:Yes, Year:Senior, Age:21
ID:249, Name:Ameliajane, Major:ECE, Enrollment:Yes, Year:Junior, Age:21
ID:257, Name:Bhargav, Major:IE, Enrollment:No, Year:Freshman, Age:21
ID:290, Name:Deidrick, Major:ABE, Enrollment:No, Year:Sophomore, Age:21
ID:263, Name:Shlomo, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:581, Name:Verona, Major:ME, Enrollment:Yes, Year:Junior, Age:21
ID:179, Name:Dillinger, Major:ME, Enrollment:No, Year:Sophomore, Age:21
ID:139, Name:Dontay, Major:ME, Enrollment:Yes, Year:Junior, Age:21
ID:182, Name:Amiina, Major:IE, Enrollment:Yes, Year:Sophomore, Age:21
ID:545, Name:Luzelena, Major:IE, Enrollment:No, Year:Sophomore, Age:21
ID:154, Name:Ariah, Major:ME, Enrollment:No, Year:Senior, Age:21
ID:568, Name:Amelia, Major:ME, Enrollment:Yes, Year:Sophomore, Age:21
ID:569, Name:Dallas, Major:ECE, Enrollment:No, Year:Senior, Age:21
ID:201, Name:Arshan, Major:BME, Enrollment:Yes, Year:Senior, Age:21
ID:526, Name:Haydn, Major:ABE, Enrollment:Yes, Year:Junior, Age:21
ID:611, Name:Dewitt, Major:BME, Enrollment:No, Year:Sophomore, Age:21
ID:118, Name:Nyla, Major:AA, Enrollment:Yes, Year:Sophomore, Age:21
ID:137, Name:Alikai, Major:ABE, Enrollment:Yes, Year:Junior, Age:21
ID:188, Name:Severiano, Major:ME, Enrollment:Yes, Year:Junior, Age:21
ID:196, Name:Maki, Major:ABE, Enrollment:No, Year:Senior, Age:21
ID:130, Name:Nebil, Major:ME, Enrollment:No, Year:Sophomore, Age:21
ID:339, Name:Inari, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:310, Name:Teagyn, Major:ABE, Enrollment:Yes, Year:Freshman, Age:21
ID:56, Name:Shenouda, Major:ECE, Enrollment:Yes, Year:Junior, Age:21
ID:334, Name:Malone, Major:BME, Enrollment:Yes, Year:Senior, Age:21
ID:302, Name:Corynne, Major:ABE, Enrollment:No, Year:Sophomore, Age:21
ID:475, Name:Yuval, Major:ABE, Enrollment:No, Year:Senior, Age:22
ID:606, Name:Hewitt, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:624, Name:Maecee, Major:AA, Enrollment:Yes, Year:Sophomore, Age:22
ID:84, Name:Khiara, Major:CS, Enrollment:Yes, Year:Sophomore, Age:22
ID:376, Name:Grethel, Major:IE, Enrollment:No, Year:Junior, Age:22
ID:628, Name:Siara, Major:IE, Enrollment:Yes, Year:Sophomore, Age:22
ID:70, Name:Sarim, Major:CS, Enrollment:No, Year:Freshman, Age:22
ID:53, Name:Nino, Major:BME, Enrollment:Yes, Year:Freshman, Age:22
ID:424, Name:Atalaya, Major:AA, Enrollment:Yes, Year:Sophomore, Age:22
ID:245, Name:Raighan, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:465, Name:Meridith, Major:IE, Enrollment:Yes, Year:Sophomore, Age:22
ID:165, Name:Jayani, Major:ABE, Enrollment:No, Year:Senior, Age:22
ID:417, Name:Tajae, Major:AA, Enrollment:No, Year:Freshman, Age:22
ID:429, Name:Ahmari, Major:AA, Enrollment:No, Year:Senior, Age:22
ID:241, Name:Yarielis, Major:ME, Enrollment:No, Year:Senior, Age:22
ID:304, Name:Tyran, Major:ABE, Enrollment:No, Year:Senior, Age:22
ID:467, Name:Sansa, Major:ME, Enrollment:Yes, Year:Freshman, Age:22
ID:560, Name:Teyanna, Major:ME, Enrollment:Yes, Year:Freshman, Age:22
ID:367, Name:Eilam, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:22
ID:77, Name:Ruhan, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:649, Name:Kamaiya, Major:CHE, Enrollment:Yes, Year:Junior, Age:22
ID:394, Name:Ava, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:354, Name:Cylis, Major:CHE, Enrollment:No, Year:Junior, Age:22
ID:495, Name:Daison, Major:ECE, Enrollment:No, Year:Freshman, Age:22
ID:589, Name:Maesen, Major:CHE, Enrollment:Yes, Year:Freshman, Age:22
ID:102, Name:Kristian, Major:CS, Enrollment:No, Year:Senior, Age:22
ID:219, Name:Jermany, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:255, Name:Orien, Major:IE, Enrollment:Yes, Year:Sophomore, Age:22
ID:250, Name:Avier, Major:CS, Enrollment:No, Year:Freshman, Age:22
ID:487, Name:Kolson, Major:IE, Enrollment:Yes, Year:Freshman, Age:22
ID:532, Name:Barron, Major:IE, Enrollment:No, Year:Sophomore, Age:22
ID:282, Name:Kani, Major:BME, Enrollment:Yes, Year:Senior, Age:22
ID:535, Name:Atalie, Major:ME, Enrollment:No, Year:Senior, Age:22
ID:396, Name:Valentina, Major:ME, Enrollment:No, Year:Sophomore, Age:22
ID:602, Name:Reznor, Major:CS, Enrollment:Yes, Year:Freshman, Age:22
ID:436, Name:Caden, Major:BME, Enrollment:No, Year:Sophomore, Age:22
ID:286, Name:Abena, Major:AA, Enrollment:No, Year:Junior, Age:22
ID:159, Name:Lyah, Major:ME, Enrollment:Yes, Year:Freshman, Age:23
ID:248, Name:Jaycieon, Major:AA, Enrollment:Yes, Year:Senior, Age:23
ID:148, Name:Nadav, Major:ECE, Enrollment:No, Year:Sophomore, Age:23
ID:530, Name:Djuna, Major:CS, Enrollment:Yes, Year:Junior, Age:23
ID:523, Name:Skylor, Major:AA, Enrollment:Yes, Year:Senior, Age:23
ID:489, Name:Ellen, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:536, Name:Aspen, Major:ECE, Enrollment:No, Year:Freshman, Age:23
ID:307, Name:Ariyiah, Major:ECE, Enrollment:Yes, Year:Junior, Age:23
ID:202, Name:Arlynn, Major:BME, Enrollment:Yes, Year:Sophomore, Age:23
ID:512, Name:Leeya, Major:CS, Enrollment:No, Year:Junior, Age:23
ID:168, Name:Ayza, Major:ME, Enrollment:Yes, Year:Junior, Age:23
ID:63, Name:Gloriana, Major:IE, Enrollment:Yes, Year:Junior, Age:23
ID:184, Name:Kavonte, Major:CS, Enrollment:No, Year:Sophomore, Age:23
ID:550, Name:Analeise, Major:ECE, Enrollment:No, Year:Freshman, Age:23
ID:540, Name:Donatella, Major:ABE, Enrollment:No, Year:Sophomore, Age:23
ID:186, Name:Braden, Major:ME, Enrollment:No, Year:Freshman, Age:23
ID:185, Name:Isla, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:23
ID:506, Name:Hades, Major:IE, Enrollment:No, Year:Junior, Age:23
ID:4, Name:Shaquille, Major:CHE, Enrollment:Yes, Year:Freshman, Age:23
ID:116, Name:Zaylani, Major:CHE, Enrollment:Yes, Year:Freshman, Age:23
ID:412, Name:Havish, Major:BME, Enrollment:No, Year:Freshman, Age:23
ID:275, Name:Krue, Major:BME, Enrollment:No, Year:Sophomore, Age:23
ID:382, Name:Zeynab, Major:ME, Enrollment:No, Year:Freshman, Age:23
ID:269, Name:Edessa, Major:IE, Enrollment:No, Year:Sophomore, Age:23
ID:645, Name:Oluwatise, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:23
ID:427, Name:Laryah, Major:AA, Enrollment:No, Year:Senior, Age:23
ID:5, Name:Katherine, Major:ECE, Enrollment:Yes, Year:Junior, Age:23
ID:3, Name:Kyro, Major:BME, Enrollment:Yes, Year:Sophomore, Age:23
ID:280, Name:Athaliah, Major:ECE, Enrollment:No, Year:Senior, Age:23
ID:631, Name:Hogan, Major:BME, Enrollment:Yes, Year:Freshman, Age:23
ID:336, Name:Geovanny, Major:CHE, Enrollment:Yes, Year:Freshman, Age:23
ID:633, Name:Tesla, Major:ECE, Enrollment:No, Year:Senior, Age:23
ID:283, Name:Kree, Major:ECE, Enrollment:No, Year:Junior, Age:23
ID:131, Name:Tyrek, Major:ECE, Enrollment:Yes, Year:Freshman, Age:23
ID:349, Name:Mana, Major:BME, Enrollment:No, Year:Junior, Age:24
ID:253, Name:Zamira, Major:CS, Enrollment:No, Year:Freshman, Age:24
ID:9, Name:Shaddai, Major:IE, Enrollment:No, Year:Senior, Age:24
ID:298, Name:Arial, Major:AA, Enrollment:No, Year:Senior, Age:24
ID:437, Name:Khadeejah, Major:ME, Enrollment:No, Year:Sophomore, Age:24
ID:359, Name:Silvan, Major:BME, Enrollment:No, Year:Freshman, Age:24
ID:226, Name:Alarick, Major:IE, Enrollment:Yes, Year:Freshman, Age:24
ID:415, Name:Yashira, Major:BME, Enrollment:Yes, Year:Junior, Age:24
ID:444, Name:Jaken, Major:CS, Enrollment:Yes, Year:Freshman, Age:24
ID:377, Name:Bryen, Major:BME, Enrollment:No, Year:Sophomore, Age:24
ID:488, Name:Amado, Major:CHE, Enrollment:Yes, Year:Junior, Age:24
ID:152, Name:Kalisa, Major:IE, Enrollment:No, Year:Sophomore, Age:24
ID:505, Name:Korin, Major:ME, Enrollment:No, Year:Sophomore, Age:24
ID:446, Name:Qays, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:24
ID:404, Name:Ioannis, Major:ME, Enrollment:Yes, Year:Sophomore, Age:24
ID:164, Name:Sabien, Major:ME, Enrollment:Yes, Year:Sophomore, Age:24
ID:345, Name:Eliberto, Major:ECE, Enrollment:Yes, Year:Junior, Age:24
ID:462, Name:Reet, Major:ABE, Enrollment:No, Year:Senior, Age:24
ID:259, Name:Briceson, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:24
ID:653, Name:Oaken, Major:CHE, Enrollment:Yes, Year:Junior, Age:24
ID:346, Name:Addlynn, Major:CS, Enrollment:Yes, Year:Freshman, Age:24
ID:287, Name:Myheir, Major:CS, Enrollment:No, Year:Junior, Age:24
ID:160, Name:Ellakate, Major:CHE, Enrollment:Yes, Year:Junior, Age:24
ID:270, Name:Lauren, Major:BME, Enrollment:Yes, Year:Junior, Age:24
ID:258, Name:Kadience, Major:AA, Enrollment:No, Year:Sophomore, Age:24
ID:317, Name:Aadhya, Major:ME, Enrollment:No, Year:Senior, Age:24
ID:325, Name:Esbeidy, Major:BME, Enrollment:Yes, Year:Sophomore, Age:24
ID:96, Name:Aariyana, Major:CS, Enrollment:Yes, Year:Junior, Age:24
ID:492, Name:Iliyana, Major:ECE, Enrollment:Yes, Year:Freshman, Age:24
ID:38, Name:Pria, Major:AA, Enrollment:Yes, Year:Senior, Age:24
ID:522, Name:Sarena, Major:ME, Enrollment:No, Year:Junior, Age:25
ID:652, Name:Kenson, Major:ABE, Enrollment:No, Year:Sophomore, Age:25
ID:644, Name:Thang, Major:IE, Enrollment:Yes, Year:Sophomore, Age:25
ID:366, Name:Zing, Major:ABE, Enrollment:Yes, Year:Freshman, Age:25
ID:641, Name:Dacari, Major:ME, Enrollment:Yes, Year:Freshman, Age:25
ID:18, Name:Khalei, Major:CS, Enrollment:No, Year:Sophomore, Age:25
ID:22, Name:Bronx, Major:IE, Enrollment:No, Year:Junior, Age:25
ID:15, Name:Mayte, Major:BME, Enrollment:No, Year:Junior, Age:25
ID:613, Name:Cerena, Major:ABE, Enrollment:Yes, Year:Junior, Age:25
ID:151, Name:Manuela, Major:CHE, Enrollment:Yes, Year:Junior, Age:25
ID:141, Name:Moosa, Major:BME, Enrollment:Yes, Year:Junior, Age:25
ID:533, Name:Hamza, Major:ECE, Enrollment:Yes, Year:Freshman, Age:25
ID:358, Name:Janica, Major:AA, Enrollment:No, Year:Freshman, Age:25
ID:115, Name:Ahmiracle, Major:CS, Enrollment:Yes, Year:Sophomore, Age:25
ID:614, Name:Kimberlin, Major:ABE, Enrollment:No, Year:Senior, Age:25
ID:13, Name:Ramaj, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:25
ID:175, Name:Makia, Major:CS, Enrollment:Yes, Year:Junior, Age:25
ID:299, Name:Kamile, Major:IE, Enrollment:No, Year:Sophomore, Age:25
ID:305, Name:Niki, Major:IE, Enrollment:No, Year:Freshman, Age:25
ID:477, Name:Diora, Major:ABE, Enrollment:Yes, Year:Junior, Age:25
ID:48, Name:Nehemias, Major:ABE, Enrollment:Yes, Year:Freshman, Age:25
ID:234, Name:Pavle, Major:CHE, Enrollment:No, Year:Freshman, Age:25
ID:229, Name:Zamarion, Major:IE, Enrollment:Yes, Year:Senior, Age:25
ID:387, Name:Emrick, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:25
ID:419, Name:Brace, Major:CHE, Enrollment:No, Year:Freshman, Age:25
ID:434, Name:Elexus, Major:CHE, Enrollment:No, Year:Junior, Age:25
ID:443, Name:Yiyang, Major:CS, Enrollment:No, Year:Sophomore, Age:25
ID:243, Name:Jensen, Major:IE, Enrollment:No, Year:Senior, Age:25
ID:242, Name:Shaylynn, Major:AA, Enrollment:No, Year:Senior, Age:25
ID:303, Name:Dejuan, Major:BME, Enrollment:Yes, Year:Junior, Age:26
ID:119, Name:Greyton, Major:ECE, Enrollment:Yes, Year:Freshman, Age:26
ID:360, Name:Kia, Major:CS, Enrollment:Yes, Year:Freshman, Age:26
ID:558, Name:Maryruth, Major:ECE, Enrollment:Yes, Year:Freshman, Age:26
ID:75, Name:Navi, Major:ME, Enrollment:No, Year:Freshman, Age:26
ID:485, Name:Heylee, Major:ME, Enrollment:No, Year:Freshman, Age:26
ID:65, Name:Aniela, Major:BME, Enrollment:No, Year:Junior, Age:26
ID:635, Name:Jlynn, Major:IE, Enrollment:No, Year:Senior, Age:26
ID:583, Name:Nathalia, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:26
ID:35, Name:Hazleigh, Major:AA, Enrollment:Yes, Year:Freshman, Age:26
ID:432, Name:Xzaria, Major:ME, Enrollment:No, Year:Junior, Age:26
ID:64, Name:Sylvana, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:6, Name:Amarius, Major:IE, Enrollment:Yes, Year:Sophomore, Age:26
ID:561, Name:Chason, Major:BME, Enrollment:Yes, Year:Freshman, Age:26
ID:447, Name:Adrena, Major:ABE, Enrollment:No, Year:Junior, Age:26
ID:205, Name:Reed, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:514, Name:Barclay, Major:CHE, Enrollment:Yes, Year:Junior, Age:26
ID:136, Name:Kaydance, Major:BME, Enrollment:No, Year:Freshman, Age:26
ID:383, Name:Zavin, Major:BME, Enrollment:No, Year:Senior, Age:26
ID:214, Name:Javarious, Major:ME, Enrollment:Yes, Year:Sophomore, Age:26
ID:420, Name:Nyana, Major:ME, Enrollment:No, Year:Freshman, Age:26
ID:55, Name:Palmer, Major:CHE, Enrollment:Yes, Year:Freshman, Age:26
ID:207, Name:Nola, Major:ME, Enrollment:Yes, Year:Junior, Age:26
ID:381, Name:Jaylee, Major:ECE, Enrollment:Yes, Year:Freshman, Age:26
ID:438, Name:Cybil, Major:ECE, Enrollment:Yes, Year:Junior, Age:26
ID:105, Name:Yulie, Major:ECE, Enrollment:Yes, Year:Junior, Age:26
ID:319, Name:Baylin, Major:BME, Enrollment:Yes, Year:Freshman, Age:26
ID:197, Name:Jehieli, Major:CS, Enrollment:No, Year:Sophomore, Age:26
ID:524, Name:Kinlei, Major:ME, Enrollment:Yes, Year:Freshman, Age:26
ID:58, Name:Nyriah, Major:AA, Enrollment:Yes, Year:Junior, Age:27
ID:7, Name:Jcion, Major:ME, Enrollment:No, Year:Junior, Age:27
ID:350, Name:Jerney, Major:CHE, Enrollment:No, Year:Freshman, Age:27
ID:19, Name:Caelie, Major:IE, Enrollment:Yes, Year:Senior, Age:27
ID:120, Name:Caleb, Major:IE, Enrollment:Yes, Year:Freshman, Age:27
ID:329, Name:Dechlan, Major:AA, Enrollment:No, Year:Freshman, Age:27
ID:117, Name:Kaii, Major:IE, Enrollment:Yes, Year:Freshman, Age:27
ID:576, Name:Heiress, Major:CHE, Enrollment:Yes, Year:Senior, Age:27
ID:621, Name:Lannie, Major:AA, Enrollment:Yes, Year:Senior, Age:27
ID:626, Name:Croix, Major:BME, Enrollment:No, Year:Senior, Age:27
ID:414, Name:Oluwajomiloju, Major:CS, Enrollment:Yes, Year:Sophomore, Age:27
ID:69, Name:Meyer, Major:AA, Enrollment:No, Year:Sophomore, Age:27
ID:582, Name:Lyonel, Major:ME, Enrollment:No, Year:Sophomore, Age:27
ID:590, Name:Espn, Major:AA, Enrollment:No, Year:Freshman, Age:27
ID:604, Name:Payten, Major:ABE, Enrollment:Yes, Year:Senior, Age:27
ID:527, Name:Tierney, Major:IE, Enrollment:Yes, Year:Senior, Age:27
ID:190, Name:Kasyn, Major:CS, Enrollment:No, Year:Junior, Age:27
ID:392, Name:Madelynne, Major:ME, Enrollment:No, Year:Freshman, Age:27
ID:110, Name:Jourden, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:513, Name:Murari, Major:ECE, Enrollment:Yes, Year:Senior, Age:27
ID:658, Name:Milon, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:599, Name:Zuri, Major:CHE, Enrollment:Yes, Year:Freshman, Age:27
ID:100, Name:Harleyann, Major:ECE, Enrollment:No, Year:Sophomore, Age:27
ID:208, Name:Gonzalo, Major:IE, Enrollment:Yes, Year:Senior, Age:27
ID:71, Name:Kiran, Major:CS, Enrollment:No, Year:Junior, Age:27
ID:172, Name:Landy, Major:ME, Enrollment:No, Year:Freshman, Age:27
ID:209, Name:Haiden, Major:ME, Enrollment:No, Year:Junior, Age:27
ID:43, Name:Keylani, Major:CS, Enrollment:No, Year:Freshman, Age:27
ID:267, Name:Oralia, Major:ECE, Enrollment:No, Year:Senior, Age:27
ID:476, Name:Lauren, Major:ABE, Enrollment:No, Year:Senior, Age:27
ID:474, Name:Aylie, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:27
ID:403, Name:Eldana, Major:ME, Enrollment:No, Year:Freshman, Age:27
ID:237, Name:Wanda, Major:CS, Enrollment:No, Year:Sophomore, Age:27
ID:91, Name:Kamara, Major:CS, Enrollment:Yes, Year:Junior, Age:28
ID:123, Name:Mikaeel, Major:AA, Enrollment:Yes, Year:Senior, Age:28
ID:597, Name:Yahir, Major:BME, Enrollment:Yes, Year:Senior, Age:28
ID:98, Name:Neil, Major:ME, Enrollment:No, Year:Junior, Age:28
ID:654, Name:Embree, Major:CS, Enrollment:Yes, Year:Sophomore, Age:28
ID:647, Name:Bekah, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:28
ID:108, Name:Akiah, Major:ABE, Enrollment:Yes, Year:Freshman, Age:28
ID:659, Name:Annalena, Major:ABE, Enrollment:Yes, Year:Senior, Age:28
ID:101, Name:Maylana, Major:CHE, Enrollment:No, Year:Sophomore, Age:28
ID:418, Name:Yusef, Major:ECE, Enrollment:No, Year:Freshman, Age:28
ID:278, Name:Dayanni, Major:IE, Enrollment:Yes, Year:Junior, Age:28
ID:406, Name:Syere, Major:CHE, Enrollment:Yes, Year:Junior, Age:28
ID:272, Name:Ever, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:300, Name:Darrel, Major:AA, Enrollment:No, Year:Freshman, Age:28
ID:292, Name:Klaudia, Major:IE, Enrollment:No, Year:Junior, Age:28
ID:639, Name:Aeron, Major:ECE, Enrollment:Yes, Year:Junior, Age:28
ID:212, Name:Molleigh, Major:ABE, Enrollment:Yes, Year:Junior, Age:28
ID:254, Name:Eliot, Major:BME, Enrollment:Yes, Year:Junior, Age:28
ID:252, Name:Deo, Major:BME, Enrollment:No, Year:Freshman, Age:28
ID:567, Name:Lukian, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:166, Name:Christabel, Major:CHE, Enrollment:No, Year:Sophomore, Age:28
ID:61, Name:Satchel, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:153, Name:Braxlee, Major:CS, Enrollment:Yes, Year:Junior, Age:28
ID:156, Name:Curtis, Major:IE, Enrollment:No, Year:Sophomore, Age:28
ID:59, Name:Jerrel, Major:IE, Enrollment:No, Year:Junior, Age:28
ID:570, Name:Lilah, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:147, Name:Jacksen, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:493, Name:Naria, Major:IE, Enrollment:No, Year:Freshman, Age:28
ID:227, Name:Dynasti, Major:IE, Enrollment:No, Year:Sophomore, Age:28
ID:30, Name:Amaziah, Major:ABE, Enrollment:No, Year:Junior, Age:28
ID:204, Name:Deeya, Major:ME, Enrollment:No, Year:Freshman, Age:28
ID:33, Name:Yiming, Major:ABE, Enrollment:Yes, Year:Senior, Age:28
ID:74, Name:Artis, Major:ME, Enrollment:Yes, Year:Sophomore, Age:28
ID:231, Name:Homer, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:28
ID:52, Name:Dove, Major:ABE, Enrollment:No, Year:Senior, Age:28
ID:17, Name:Clemence, Major:BME, Enrollment:No, Year:Sophomore, Age:28
ID:439, Name:Romee, Major:CHE, Enrollment:No, Year:Freshman, Age:28
ID:442, Name:Basha, Major:ECE, Enrollment:Yes, Year:Senior, Age:28
ID:585, Name:Iya, Major:CS, Enrollment:No, Year:Junior, Age:28
ID:592, Name:Raylan, Major:AA, Enrollment:No, Year:Sophomore, Age:28
ID:587, Name:Keara, Major:AA, Enrollment:No, Year:Sophomore, Age:28
ID:440, Name:Maxxwell, Major:BME, Enrollment:No, Year:Sophomore, Age:28
ID:584, Name:Alera, Major:CHE, Enrollment:No, Year:Freshman, Age:28
ID:595, Name:Honore, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:361, Name:Kaylieann, Major:BME, Enrollment:No, Year:Freshman, Age:29
ID:515, Name:Maksymilian, Major:ABE, Enrollment:No, Year:Sophomore, Age:29
ID:133, Name:Kaine, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:29
ID:195, Name:Gavyn, Major:ECE, Enrollment:Yes, Year:Junior, Age:29
ID:217, Name:Jasir, Major:BME, Enrollment:Yes, Year:Junior, Age:29
ID:643, Name:Ahmet, Major:ECE, Enrollment:No, Year:Sophomore, Age:29
ID:642, Name:Alauna, Major:CHE, Enrollment:No, Year:Freshman, Age:29
ID:500, Name:Jonathan, Major:CS, Enrollment:Yes, Year:Junior, Age:29
ID:312, Name:Jesi, Major:IE, Enrollment:Yes, Year:Senior, Age:29
ID:138, Name:Abdulwali, Major:BME, Enrollment:Yes, Year:Senior, Age:29
ID:525, Name:Atari, Major:CS, Enrollment:No, Year:Freshman, Age:29
ID:497, Name:Zamariah, Major:IE, Enrollment:Yes, Year:Junior, Age:29
ID:28, Name:Audvik, Major:BME, Enrollment:Yes, Year:Freshman, Age:29
ID:648, Name:Ghaith, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:491, Name:Jaretzi, Major:CS, Enrollment:Yes, Year:Junior, Age:29
ID:321, Name:Randal, Major:BME, Enrollment:No, Year:Junior, Age:29
ID:616, Name:Darianna, Major:AA, Enrollment:No, Year:Sophomore, Age:29
ID:14, Name:Kaitlin, Major:ABE, Enrollment:No, Year:Senior, Age:29
ID:271, Name:Desten, Major:ME, Enrollment:No, Year:Sophomore, Age:29
ID:268, Name:Eliu, Major:BME, Enrollment:Yes, Year:Junior, Age:29
ID:565, Name:Tirzah, Major:CHE, Enrollment:No, Year:Freshman, Age:29
ID:129, Name:Adreanna, Major:ABE, Enrollment:No, Year:Junior, Age:29
ID:421, Name:Lakyn, Major:CHE, Enrollment:Yes, Year:Senior, Age:29
ID:44, Name:Saloma, Major:AA, Enrollment:Yes, Year:Freshman, Age:29
ID:425, Name:Anjelika, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:573, Name:Gryffin, Major:CHE, Enrollment:Yes, Year:Junior, Age:29
ID:441, Name:Araseli, Major:IE, Enrollment:No, Year:Senior, Age:29
ID:87, Name:Kyran, Major:CHE, Enrollment:Yes, Year:Senior, Age:29
ID:398, Name:Evienne, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:279, Name:Noriana, Major:BME, Enrollment:No, Year:Sophomore, Age:29
ID:144, Name:Janeth, Major:CS, Enrollment:No, Year:Freshman, Age:29
ID:457, Name:Jawaun, Major:CHE, Enrollment:Yes, Year:Junior, Age:29
ID:408, Name:Jersi, Major:AA, Enrollment:Yes, Year:Freshman, Age:29
ID:41, Name:Mesiah, Major:AA, Enrollment:No, Year:Sophomore, Age:29
ID:559, Name:Idman, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:29
ID:244, Name:Mehreen, Major:ABE, Enrollment:No, Year:Sophomore, Age:29
