ID:200, Name:Lovely, Major:BME, Enrollment:No, Year:Freshman, Age:21
ID:79, Name:Marianna, Major:ECE, Enrollment:Yes, Year:Senior, Age:21
ID:83, Name:Mariangel, Major:ABE, Enrollment:Yes, Year:Junior, Age:20
ID:23, Name:Lynox, Major:CS, Enrollment:No, Year:Sophomore, Age:19
ID:36, Name:Malhar, Major:IE, Enrollment:No, Year:Senior, Age:21
ID:188, Name:Marine, Major:ECE, Enrollment:No, Year:Sophomore, Age:18
ID:100, Name:Numa, Major:CS, Enrollment:Yes, Year:Senior, Age:22
ID:62, Name:Micaela, Major:CHE, Enrollment:Yes, Year:Freshman, Age:18
ID:15, Name:Nataley, Major:CS, Enrollment:Yes, Year:Senior, Age:22
ID:31, Name:Michaelanthony, Major:CHE, Enrollment:Yes, Year:Freshman, Age:18
ID:181, Name:Nakaylah, Major:CHE, Enrollment:No, Year:Freshman, Age:20
ID:1, Name:Natividad, Major:CHE, Enrollment:No, Year:Freshman, Age:21
ID:20, Name:Nili, Major:ECE, Enrollment:No, Year:Sophomore, Age:19
ID:157, Name:Nereida, Major:AA, Enrollment:No, Year:Sophomore, Age:20
ID:125, Name:Truett, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:130, Name:Ramaya, Major:ECE, Enrollment:No, Year:Senior, Age:20
ID:70, Name:Pippi, Major:ECE, Enrollment:Yes, Year:Senior, Age:22
ID:158, Name:Odinn, Major:IE, Enrollment:No, Year:Senior, Age:18
ID:44, Name:Raegyn, Major:CHE, Enrollment:Yes, Year:Senior, Age:19
ID:197, Name:Raedyn, Major:BME, Enrollment:No, Year:Sophomore, Age:19
ID:147, Name:Saiyan, Major:ABE, Enrollment:No, Year:Freshman, Age:22
ID:99, Name:Sadieann, Major:CS, Enrollment:No, Year:Freshman, Age:22
ID:7, Name:Redding, Major:BME, Enrollment:No, Year:Senior, Age:20
ID:56, Name:Ramy, Major:CHE, Enrollment:No, Year:Freshman, Age:19
ID:73, Name:Rayhan, Major:CHE, Enrollment:Yes, Year:Freshman, Age:22
ID:22, Name:Rohan, Major:IE, Enrollment:No, Year:Junior, Age:19
ID:4, Name:Rhyla, Major:BME, Enrollment:Yes, Year:Sophomore, Age:19
ID:8, Name:Rennick, Major:CS, Enrollment:No, Year:Freshman, Age:21
ID:81, Name:Riah, Major:CHE, Enrollment:No, Year:Freshman, Age:18
ID:50, Name:Sal, Major:IE, Enrollment:Yes, Year:Junior, Age:22
ID:47, Name:Samatar, Major:IE, Enrollment:No, Year:Freshman, Age:21
ID:132, Name:Salah, Major:IE, Enrollment:No, Year:Junior, Age:19
ID:53, Name:Trisha, Major:AA, Enrollment:Yes, Year:Junior, Age:19
ID:63, Name:Srinidhi, Major:CS, Enrollment:Yes, Year:Junior, Age:22
ID:93, Name:Samus, Major:BME, Enrollment:Yes, Year:Senior, Age:19
ID:114, Name:Shifra, Major:CS, Enrollment:Yes, Year:Sophomore, Age:20
ID:74, Name:Sarra, Major:CHE, Enrollment:Yes, Year:Freshman, Age:20
ID:55, Name:Sandy, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:118, Name:Saryiah, Major:AA, Enrollment:Yes, Year:Freshman, Age:19
ID:85, Name:Shani, Major:ECE, Enrollment:No, Year:Freshman, Age:21
ID:165, Name:Seleny, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:173, Name:Sonam, Major:CHE, Enrollment:No, Year:Freshman, Age:19
ID:140, Name:Shilo, Major:CS, Enrollment:Yes, Year:Sophomore, Age:21
ID:135, Name:Stellaluna, Major:ABE, Enrollment:No, Year:Junior, Age:19
ID:90, Name:Tessla, Major:ME, Enrollment:Yes, Year:Sophomore, Age:22
ID:192, Name:Terrianna, Major:CHE, Enrollment:Yes, Year:Senior, Age:22
ID:168, Name:Suhaira, Major:ECE, Enrollment:No, Year:Senior, Age:21
ID:111, Name:Yohandri, Major:AA, Enrollment:No, Year:Sophomore, Age:22
ID:61, Name:Virgil, Major:ABE, Enrollment:No, Year:Senior, Age:22
ID:66, Name:Vedanshi, Major:CHE, Enrollment:Yes, Year:Freshman, Age:20
ID:134, Name:Trygve, Major:BME, Enrollment:Yes, Year:Senior, Age:18
ID:87, Name:Yafa, Major:CS, Enrollment:No, Year:Senior, Age:22
ID:86, Name:Yeshia, Major:ABE, Enrollment:Yes, Year:Freshman, Age:21
ID:123, Name:Zaylor, Major:AA, Enrollment:Yes, Year:Freshman, Age:18
ID:32, Name:Zhane, Major:ME, Enrollment:Yes, Year:Senior, Age:18
Write to db
